nFeature_RNA	nCount_RNA	stage	version
539	678	adult	version_4
541	693	adult	version_4
379	785	adult	version_4
1119	1706	adult	version_4
1096	1673	adult	version_4
371	542	adult	version_4
369	441	adult	version_4
505	744	adult	version_4
479	568	adult	version_4
621	775	adult	version_4
449	536	adult	version_4
441	557	adult	version_4
347	401	adult	version_4
460	544	adult	version_4
316	361	adult	version_4
314	358	adult	version_4
382	452	adult	version_4
518	629	adult	version_4
438	532	adult	version_4
419	516	adult	version_4
677	885	adult	version_4
772	1114	adult	version_4
491	611	adult	version_4
463	560	adult	version_4
415	511	adult	version_4
529	686	adult	version_4
674	918	adult	version_4
535	714	adult	version_4
698	1091	adult	version_4
646	947	adult	version_4
888	1231	adult	version_4
343	442	adult	version_4
486	618	adult	version_4
1258	1809	adult	version_4
754	951	adult	version_4
438	541	adult	version_4
429	517	adult	version_4
425	522	adult	version_4
408	537	adult	version_4
569	723	adult	version_4
1895	3279	adult	version_4
342	403	adult	version_4
776	1063	adult	version_4
370	446	adult	version_4
381	441	adult	version_4
1477	2771	adult	version_4
1674	3293	adult	version_4
524	644	adult	version_4
542	688	adult	version_4
821	1129	adult	version_4
1044	1583	adult	version_4
675	967	adult	version_4
443	547	adult	version_4
473	573	adult	version_4
426	529	adult	version_4
720	972	adult	version_4
538	692	adult	version_4
553	721	adult	version_4
1005	1412	adult	version_4
719	1004	adult	version_4
320	369	adult	version_4
627	813	adult	version_4
370	443	adult	version_4
479	573	adult	version_4
492	612	adult	version_4
450	568	adult	version_4
474	570	adult	version_4
1173	1733	adult	version_4
1067	1611	adult	version_4
859	1178	adult	version_4
553	696	adult	version_4
435	552	adult	version_4
332	488	adult	version_4
1482	2669	adult	version_4
552	685	adult	version_4
333	386	adult	version_4
403	473	adult	version_4
474	555	adult	version_4
315	370	adult	version_4
437	618	adult	version_4
569	983	adult	version_4
347	438	adult	version_4
461	590	adult	version_4
772	1063	adult	version_4
526	659	adult	version_4
464	582	adult	version_4
357	431	adult	version_4
573	683	adult	version_4
676	1017	adult	version_4
431	515	adult	version_4
514	645	adult	version_4
1502	2569	adult	version_4
622	803	adult	version_4
650	837	adult	version_4
388	475	adult	version_4
628	804	adult	version_4
823	1122	adult	version_4
488	652	adult	version_4
613	757	adult	version_4
690	933	adult	version_4
899	1270	adult	version_4
459	556	adult	version_4
721	1003	adult	version_4
640	805	adult	version_4
325	376	adult	version_4
484	779	adult	version_4
614	783	adult	version_4
406	503	adult	version_4
617	832	adult	version_4
810	1080	adult	version_4
707	959	adult	version_4
389	462	adult	version_4
694	922	adult	version_4
467	598	adult	version_4
345	404	adult	version_4
356	431	adult	version_4
307	354	adult	version_4
470	588	adult	version_4
385	469	adult	version_4
641	830	adult	version_4
824	1071	adult	version_4
588	760	adult	version_4
876	1226	adult	version_4
1205	2070	adult	version_4
325	391	adult	version_4
742	936	adult	version_4
935	1339	adult	version_4
466	559	adult	version_4
592	732	adult	version_4
1049	1578	adult	version_4
466	581	adult	version_4
377	436	adult	version_4
570	703	adult	version_4
494	603	adult	version_4
787	1076	adult	version_4
415	508	adult	version_4
418	577	adult	version_4
407	485	adult	version_4
498	618	adult	version_4
565	758	adult	version_4
392	474	adult	version_4
579	729	adult	version_4
775	1097	adult	version_4
467	554	adult	version_4
334	401	adult	version_4
512	663	adult	version_4
791	1096	adult	version_4
341	434	adult	version_4
464	547	adult	version_4
519	672	adult	version_4
990	1431	adult	version_4
336	402	adult	version_4
309	358	adult	version_4
673	860	adult	version_4
365	446	adult	version_4
478	615	adult	version_4
422	507	adult	version_4
409	477	adult	version_4
372	440	adult	version_4
661	865	adult	version_4
309	384	adult	version_4
592	759	adult	version_4
582	755	adult	version_4
530	679	adult	version_4
988	1351	adult	version_4
534	661	adult	version_4
477	614	adult	version_4
1376	5478	adult	version_4
2140	4526	adult	version_4
437	535	adult	version_4
515	631	adult	version_4
419	609	adult	version_4
864	1258	adult	version_4
490	591	adult	version_4
412	1004	adult	version_4
413	481	adult	version_4
751	990	adult	version_4
610	833	adult	version_4
339	472	adult	version_4
676	878	adult	version_4
429	565	adult	version_4
913	1263	adult	version_4
563	715	adult	version_4
347	465	adult	version_4
679	851	adult	version_4
356	443	adult	version_4
360	440	adult	version_4
1055	1548	adult	version_4
565	723	adult	version_4
572	733	adult	version_4
1025	1540	adult	version_4
421	11661	adult	version_4
427	506	adult	version_4
929	1250	adult	version_4
540	680	adult	version_4
429	518	adult	version_4
572	731	adult	version_4
413	514	adult	version_4
1225	2025	adult	version_4
651	868	adult	version_4
561	730	adult	version_4
498	607	adult	version_4
470	571	adult	version_4
687	882	adult	version_4
435	651	adult	version_4
509	684	adult	version_4
508	628	adult	version_4
614	775	adult	version_4
394	489	adult	version_4
678	935	adult	version_4
688	929	adult	version_4
690	931	adult	version_4
378	446	adult	version_4
485	691	adult	version_4
428	930	adult	version_4
611	817	adult	version_4
341	408	adult	version_4
805	1173	adult	version_4
530	643	adult	version_4
1196	1829	adult	version_4
311	407	adult	version_4
549	752	adult	version_4
411	487	adult	version_4
450	552	adult	version_4
423	705	adult	version_4
315	377	adult	version_4
907	1252	adult	version_4
360	433	adult	version_4
415	587	adult	version_4
510	647	adult	version_4
643	823	adult	version_4
308	370	adult	version_4
649	952	adult	version_4
586	733	adult	version_4
395	638	adult	version_4
383	676	adult	version_4
670	982	adult	version_4
608	795	adult	version_4
340	439	adult	version_4
436	561	adult	version_4
824	1374	adult	version_4
460	559	adult	version_4
931	1535	adult	version_4
630	847	adult	version_4
441	534	adult	version_4
366	454	adult	version_4
350	408	adult	version_4
393	484	adult	version_4
305	361	adult	version_4
736	1108	adult	version_4
1134	1640	adult	version_4
779	1041	adult	version_4
317	462	adult	version_4
775	1081	adult	version_4
768	1033	adult	version_4
748	1006	adult	version_4
356	422	adult	version_4
761	1273	adult	version_4
421	500	adult	version_4
791	1206	adult	version_4
1127	1752	adult	version_4
718	966	adult	version_4
371	437	adult	version_4
1620	2882	adult	version_4
593	789	adult	version_4
456	605	adult	version_4
752	978	adult	version_4
854	1158	adult	version_4
534	688	adult	version_4
384	453	adult	version_4
728	1034	adult	version_4
790	1124	adult	version_4
347	421	adult	version_4
314	407	adult	version_4
566	741	adult	version_4
319	421	adult	version_4
1159	1695	adult	version_4
415	522	adult	version_4
561	748	adult	version_4
544	670	adult	version_4
602	758	adult	version_4
406	483	adult	version_4
501	607	adult	version_4
499	650	adult	version_4
301	416	adult	version_4
386	456	adult	version_4
617	816	adult	version_4
758	1044	adult	version_4
386	477	adult	version_4
421	491	adult	version_4
2760	7712	adult	version_4
634	820	adult	version_4
738	1070	adult	version_4
379	444	adult	version_4
428	572	adult	version_4
534	703	adult	version_4
451	527	adult	version_4
501	627	adult	version_4
369	430	adult	version_4
444	574	adult	version_4
396	469	adult	version_4
376	432	adult	version_4
473	617	adult	version_4
617	805	adult	version_4
445	537	adult	version_4
382	484	adult	version_4
491	624	adult	version_4
648	886	adult	version_4
424	502	adult	version_4
455	571	adult	version_4
726	959	adult	version_4
664	942	adult	version_4
542	662	adult	version_4
635	803	adult	version_4
542	747	adult	version_4
626	822	adult	version_4
470	538	adult	version_4
480	594	adult	version_4
1354	2281	adult	version_4
856	1196	adult	version_4
512	666	adult	version_4
459	572	adult	version_4
657	866	adult	version_4
1405	2363	adult	version_4
536	993	adult	version_4
351	425	adult	version_4
477	610	adult	version_4
733	989	adult	version_4
535	667	adult	version_4
667	844	adult	version_4
573	718	adult	version_4
515	639	adult	version_4
584	767	adult	version_4
591	803	adult	version_4
439	528	adult	version_4
638	828	adult	version_4
355	406	adult	version_4
793	1127	adult	version_4
396	469	adult	version_4
417	478	adult	version_4
412	503	adult	version_4
429	525	adult	version_4
785	1004	adult	version_4
499	588	adult	version_4
616	784	adult	version_4
496	610	adult	version_4
1062	1594	adult	version_4
308	368	adult	version_4
372	445	adult	version_4
1057	1838	adult	version_4
454	563	adult	version_4
430	500	adult	version_4
498	598	adult	version_4
547	694	adult	version_4
391	475	adult	version_4
387	534	adult	version_4
719	905	adult	version_4
493	592	adult	version_4
1037	1521	adult	version_4
961	1773	adult	version_4
538	657	adult	version_4
816	1134	adult	version_4
854	1230	adult	version_4
707	923	adult	version_4
677	888	adult	version_4
560	731	adult	version_4
636	814	adult	version_4
1112	1635	adult	version_4
755	1026	adult	version_4
838	1176	adult	version_4
306	409	adult	version_4
850	1128	adult	version_4
495	623	adult	version_4
307	398	adult	version_4
348	407	adult	version_4
685	861	adult	version_4
375	451	adult	version_4
835	1246	adult	version_4
485	635	adult	version_4
343	409	adult	version_4
432	503	adult	version_4
428	523	adult	version_4
419	505	adult	version_4
424	525	adult	version_4
394	497	adult	version_4
466	569	adult	version_4
1207	1936	adult	version_4
533	683	adult	version_4
317	409	adult	version_4
308	391	adult	version_4
704	934	adult	version_4
432	534	adult	version_4
551	690	adult	version_4
839	1180	adult	version_4
808	1277	adult	version_4
634	809	adult	version_4
511	658	adult	version_4
605	747	adult	version_4
341	404	adult	version_4
717	940	adult	version_4
745	1005	adult	version_4
446	536	adult	version_4
526	639	adult	version_4
539	682	adult	version_4
1253	2090	adult	version_4
342	395	adult	version_4
1374	2113	adult	version_4
739	1002	adult	version_4
344	444	adult	version_4
519	658	adult	version_4
307	359	adult	version_4
651	834	adult	version_4
419	544	adult	version_4
1198	1936	adult	version_4
398	479	adult	version_4
412	480	adult	version_4
984	1395	adult	version_4
1180	1903	adult	version_4
650	874	adult	version_4
1022	1535	adult	version_4
397	496	adult	version_4
451	570	adult	version_4
1836	3847	adult	version_4
398	488	adult	version_4
525	695	adult	version_4
654	850	adult	version_4
878	1242	adult	version_4
1864	3914	adult	version_4
644	841	adult	version_4
302	421	adult	version_4
1076	1557	adult	version_4
705	942	adult	version_4
350	426	adult	version_4
328	378	adult	version_4
748	1026	adult	version_4
566	724	adult	version_4
463	597	adult	version_4
1174	1625	adult	version_4
471	587	adult	version_4
461	541	adult	version_4
326	386	adult	version_4
329	404	adult	version_4
714	964	adult	version_4
358	425	adult	version_4
490	695	adult	version_4
988	1442	adult	version_4
531	665	adult	version_4
904	1382	adult	version_4
440	524	adult	version_4
419	502	adult	version_4
435	539	adult	version_4
783	1084	adult	version_4
621	763	adult	version_4
645	896	adult	version_4
317	361	adult	version_4
708	900	adult	version_4
467	573	adult	version_4
773	1030	adult	version_4
546	690	adult	version_4
429	525	adult	version_4
570	714	adult	version_4
532	669	adult	version_4
302	412	adult	version_4
414	499	adult	version_4
373	446	adult	version_4
552	728	adult	version_4
305	475	adult	version_4
466	583	adult	version_4
429	515	adult	version_4
570	723	adult	version_4
392	473	adult	version_4
540	670	adult	version_4
316	418	adult	version_4
760	993	adult	version_4
666	875	adult	version_4
798	1140	adult	version_4
543	695	adult	version_4
552	686	adult	version_4
660	853	adult	version_4
413	506	adult	version_4
626	782	adult	version_4
465	587	adult	version_4
1355	2588	adult	version_4
435	549	adult	version_4
551	695	adult	version_4
1103	1815	adult	version_4
556	739	adult	version_4
645	801	adult	version_4
870	1219	adult	version_4
325	558	adult	version_4
655	845	adult	version_4
609	828	adult	version_4
473	599	adult	version_4
825	1094	adult	version_4
772	1490	adult	version_4
437	546	adult	version_4
327	382	adult	version_4
505	606	adult	version_4
974	1408	adult	version_4
662	887	adult	version_4
792	1052	adult	version_4
452	549	adult	version_4
567	743	adult	version_4
312	390	adult	version_4
417	510	adult	version_4
470	595	adult	version_4
328	491	adult	version_4
437	527	adult	version_4
581	762	adult	version_4
475	578	adult	version_4
591	785	adult	version_4
462	636	adult	version_4
366	436	adult	version_4
362	428	adult	version_4
1098	1930	adult	version_4
495	628	adult	version_4
671	891	adult	version_4
1041	1680	adult	version_4
325	378	adult	version_4
705	961	adult	version_4
528	650	adult	version_4
481	631	adult	version_4
500	660	adult	version_4
597	758	adult	version_4
446	539	adult	version_4
508	652	adult	version_4
650	871	adult	version_4
405	496	adult	version_4
528	668	adult	version_4
386	471	adult	version_4
705	872	adult	version_4
599	839	adult	version_4
558	692	adult	version_4
440	524	adult	version_4
733	983	adult	version_4
693	967	adult	version_4
338	414	adult	version_4
634	846	adult	version_4
518	707	adult	version_4
585	729	adult	version_4
1413	2251	adult	version_4
605	765	adult	version_4
1156	1919	adult	version_4
801	1189	adult	version_4
608	822	adult	version_4
528	656	adult	version_4
928	1275	adult	version_4
388	468	adult	version_4
630	820	adult	version_4
500	627	adult	version_4
786	1097	adult	version_4
712	943	adult	version_4
586	745	adult	version_4
545	813	adult	version_4
913	1333	adult	version_4
1561	3017	adult	version_4
525	634	adult	version_4
546	683	adult	version_4
468	640	adult	version_4
384	674	adult	version_4
412	481	adult	version_4
303	354	adult	version_4
513	654	adult	version_4
355	469	adult	version_4
571	708	adult	version_4
442	527	adult	version_4
472	566	adult	version_4
651	854	adult	version_4
914	1358	adult	version_4
753	998	adult	version_4
330	401	adult	version_4
781	1119	adult	version_4
680	947	adult	version_4
562	702	adult	version_4
658	1146	adult	version_4
583	821	adult	version_4
663	838	adult	version_4
393	475	adult	version_4
323	384	adult	version_4
747	955	adult	version_4
753	1007	adult	version_4
573	736	adult	version_4
883	1309	adult	version_4
616	830	adult	version_4
994	1584	adult	version_4
705	962	adult	version_4
542	665	adult	version_4
846	1182	adult	version_4
1386	2362	adult	version_4
359	655	adult	version_4
451	652	adult	version_4
411	479	adult	version_4
300	337	adult	version_4
421	519	adult	version_4
633	812	adult	version_4
526	678	adult	version_4
553	698	adult	version_4
458	716	adult	version_4
367	496	adult	version_4
364	436	adult	version_4
454	593	adult	version_4
336	399	adult	version_4
605	763	adult	version_4
980	1366	adult	version_4
485	624	adult	version_4
412	504	adult	version_4
512	654	adult	version_4
538	664	adult	version_4
418	512	adult	version_4
724	993	adult	version_4
300	432	adult	version_4
602	789	adult	version_4
566	732	adult	version_4
322	378	adult	version_4
